0,1,2,3,4,5,6,7,8,9,10,11
0.51067203,0.5551561,0.62253505,0.7527877,0.8526605,0.8579877,0.7480658,0.6913722,0.6986708,0.67370486,0.62166077,0.5253135
0.2893874,0.34969902,0.44853055,0.5550852,0.65128446,0.65627897,0.59301955,0.46857178,0.4244313,0.40514094,0.32708737,0.2746044
0.6848586,0.67308533,0.75161624,0.7559716,0.7903737,0.7946556,0.75398546,0.76820797,0.7561035,0.7481012,0.7368819,0.6960841
0.58987707,0.5866115,0.6256349,0.64624286,0.6815941,0.6655639,0.66620713,0.6445739,0.5907732,0.5757375,0.5544599,0.5763983
0.5163849,0.4410044,0.34082812,0.36225012,0.43687624,0.5007794,0.55167377,0.58214337,0.61735266,0.61348116,0.5422069,0.4847263
0.9841946,0.4675157,0.35583332,0.35377163,0.31828594,0.27763885,0.2857236,0.3157967,0.29455668,0.30584568,0.31945664,0.45321843
0.90019923,0.7569218,0.74375874,0.75215304,0.72384554,0.6785272,0.6699702,0.6919632,0.6792428,0.69663656,0.71899486,0.77126837
0.9692196,0.44047585,0.33771116,0.3354366,0.32379556,0.30354953,0.30128133,0.33168024,0.30454418,0.3054262,0.3593722,0.54179126
0.8476726,0.7984055,0.7016785,0.68817353,0.6956523,0.67977947,0.6688044,0.7122955,0.76389426,0.75181544,0.8079928,0.8705536
0.7840113,0.7677308,0.6918556,0.6751678,0.68182075,0.69310373,0.7216423,0.7899433,0.779155,0.7889516,0.8175725,0.8008687
0.69611734,0.5455615,0.53244793,0.63202447,0.8158252,0.77299744,0.54713696,0.64237136,0.59334666,0.54433686,0.59816134,0.69509387
0.7462307,0.63163644,0.53886503,0.5576936,0.75864834,0.8076032,0.65801686,0.67091036,0.71564573,0.61304003,0.6515275,0.76489747
0.8384993,0.7429715,0.68489426,0.67172134,0.69659394,0.69963926,0.72066224,0.7442624,0.76518565,0.8006162,0.8260003,0.84280235
0.74103963,0.72396284,0.71776,0.68099165,0.6816344,0.69801706,0.7199178,0.77707505,0.75064075,0.7365914,0.7604997,0.769163
0.66953516,0.6833825,0.6770235,0.64623076,0.7038536,0.7342482,0.76013225,0.8297816,0.868843,0.74195874,0.7040328,0.6855139
0.69952005,0.7353076,0.7525837,0.78740513,0.79148316,0.72762185,0.6888236,0.7212402,0.73585427,0.7302916,0.71829724,0.6930255
0.508567,0.5612365,0.6134096,0.7594239,0.8640331,0.8044846,0.72782063,0.711898,0.6346379,0.5493907,0.59206253,0.57452714
0.4797625,0.5388106,0.67390865,0.8311992,0.8416879,0.48727405,0.35606548,0.31791356,0.3308723,0.3672073,0.40501288,0.43511695
0.4723276,0.5089616,0.53336227,0.57704073,0.45269087,0.32476565,0.31101647,0.34612784,0.33079773,0.3376066,0.3108719,0.35044724
0.33411643,0.957666,0.17143916,0.14728315,0.6323123,0.18131568,0.12291091,0.1774492,0.26669505,0.75718653,0.249762,0.08537798
0.7550429,0.68995565,0.68584305,0.69159806,0.66700226,0.7119659,0.79762465,0.89146775,0.88382655,0.8554515,0.8376038,0.84876406
0.59530205,0.60613626,0.60838044,0.60565174,0.5779946,0.56481266,0.56131464,0.6038843,0.68945783,0.6909289,0.6832887,0.63550687
0.74871945,0.83668286,0.8251644,0.78281033,0.714803,0.5679209,0.5505009,0.54683435,0.6272174,0.6962624,0.7603763,0.7219973
0.59530205,0.60613626,0.60838044,0.60565174,0.5779946,0.56481266,0.56131464,0.6038843,0.68945783,0.6909289,0.6832887,0.63550687
0.35331318,0.35247323,0.3698195,0.36637303,0.36312872,0.35972407,0.363516,0.3572504,0.34900725,0.35210577,0.34266135,0.34526742
0.44184762,0.42393613,0.43211234,0.45763594,0.4738079,0.48374966,0.47810528,0.47408482,0.5022526,0.4807104,0.47106606,0.46995056
0.6231216,0.5602092,0.54287606,0.5698386,0.5809027,0.57487255,0.5722238,0.65362686,0.77686477,0.72850907,0.75791717,0.74871266
0.6962771,0.5846212,0.5429809,0.54890436,0.5479699,0.5660403,0.627747,0.6474615,0.6888541,0.710752,0.75693274,0.8006101
0.011993418,0.050559584,0.153492,0.043166645,0.19567908,1.0,0.3058878,0.24891862,0.4481281,0.15238866,0.31357598,0.06398016
0.43946305,0.33123997,0.25222015,0.28236544,0.34374967,0.4483267,0.48724225,0.5806081,0.7202348,0.65442914,0.5582216,0.6132202
0.9018867,0.56674874,0.47147506,0.44385225,0.38890633,0.4381533,0.46056485,0.49688116,0.4451034,0.419875,0.6282923,0.8054538
0.5923541,0.60528845,0.57228094,0.5411147,0.48529553,0.51872337,0.5426255,0.6260272,0.6426204,0.6660861,0.60549885,0.54512674
0.5993647,0.61208546,0.6639262,0.6027343,0.5768262,0.63783383,0.62491906,0.70680815,0.78094625,0.7413457,0.6746189,0.64070195
0.76316094,0.69143444,0.57072866,0.56356895,0.39316803,0.38330957,0.3784157,0.4028307,0.48205453,0.56091106,0.5567493,0.62247515
0.64185137,0.66540533,0.67358166,0.65783346,0.6355503,0.6036111,0.6174103,0.6451544,0.6653197,0.6511696,0.6157214,0.64562804
0.8146846,0.7961285,0.7776234,0.7742158,0.7846668,0.8124942,0.828481,0.81429505,0.8178855,0.8263565,0.827233,0.83209026
0.7902442,0.79840744,0.78848034,0.81515473,0.79525954,0.7991851,0.7722402,0.77035683,0.77899545,0.7545441,0.78275347,0.79048043
0.83087295,0.81898886,0.80804724,0.8075017,0.8199826,0.8344911,0.82254815,0.7672709,0.7626515,0.7739688,0.7940933,0.83264977
0.8176027,0.8241589,0.84004444,0.84881747,0.83431774,0.8401338,0.8438671,0.82164407,0.78880584,0.7937816,0.8018052,0.8131775
0.83314466,0.80706453,0.78928185,0.8081341,0.7961077,0.8226764,0.80161566,0.817664,0.8164057,0.8211768,0.83277464,0.84361255
0.8609695,0.8778539,0.8638676,0.8509842,0.82917863,0.8039157,0.7960489,0.7735406,0.7689454,0.80033106,0.82027394,0.8390518
0.8874405,0.9064966,0.90112996,0.8775571,0.82805914,0.7802991,0.77643156,0.7679273,0.78141105,0.80218416,0.82154167,0.8588043
